institution,canvas_host,country,curated
Defiance College,canvas.defiance.edu,US,0
DeKalb County School District- PARENT,dekalb.instructure.com,US,0
Del Norte County Unified School District,dncoe.instructure.com,US,0
Delaware City School District,delawarecityschools.instructure.com,US,0
Delaware County Community College,dccc.instructure.com,US,0
Delgado Community College,dcc.instructure.com,US,0
Denton ISD - Adult Ed Program,dentonisd.instructure.com,US,0
Derby Public Schools,derbyschools.instructure.com,US,0
Derry Township SD,hersheyk12.instructure.com,US,0
Des Moines Area Community College,dmacc.instructure.com,US,0
Des Moines Independent CSD- parent,dmschools.instructure.com,US,0
Dickenson County Public Schools,dcpsva.instructure.com,US,0
Dixon Public Schools,dpsk12.instructure.com,US,0
Doctors Charter School,dcs.instructure.com,US,0
"Douglas County School District, No. Re1",dcsdk12.instructure.com,US,0
Drexel University,drexel.instructure.com,US,1
Dripping Springs Isd,dsisd.instructure.com,US,0
DSST Public Schools,dsst.instructure.com,US,0
Dublin USD- Teachers/Students,dublinusd.instructure.com,US,0
Duchesne School District,duchesne.instructure.com,US,0
Duke University,canvas.duke.edu,US,1
Dulce Independent School District,dulceschools.instructure.com,US,0
Duluth ISD 709 - Non-District Student,isd709.instructure.com,US,0
Dundy County Stratton Public Schools,dcstigers.instructure.com,US,0
Duplin County Schools,duplin.instructure.com,US,0
Duquesne City School District,dukesk12.instructure.com,US,0
Durham Public Schools,dpsnc.instructure.com,US,0
Durham Technical Community College,durhamtech.instructure.com,US,0
Duval County Public Schools,duvalschools.instructure.com,US,0
E.L. Haynes Public Charter School,elhaynes.instructure.com,US,0
Eagle Point School District 9,eaglepnt.instructure.com,US,0
Eanes Independent School District,eanes.instructure.com,US,0
East Allen County Schools,eacs.instructure.com,US,0
East Central Community College,eccc.instructure.com,US,0
Eastern Gateway Community College,egcc.instructure.com,US,0
Eastern Howard School District,ehsc.instructure.com,US,0
Eastern Lancaster County School District,class.instructure.com,US,0
Eastern Washington University,canvas.ewu.edu,US,0
Eau Claire Area School District - Parent/Guardian/Family,ecasd.instructure.com,US,0
EBS Universität für Wirtschaft und Recht,my.ebs.edu,US,0
Edison School District,edison-k12-ca-us.instructure.com,US,0
Edmond Public Schools,edmondschools.instructure.com,US,0
El Monte Union High School District,emuhsd.instructure.com,US,0
Elizabeth Forward School District,efsd.instructure.com,US,0
Elk Hills School District,elkhills.instructure.com,US,0
Elko County School District,ecsdnv.instructure.com,US,0
Emery School District,emeryschools.instructure.com,US,0
Emory University,emory.instructure.com,US,1
Emporia State University,canvas.emporia.edu,US,0
Endicott College,canvas.endicott.edu,US,0
English Valleys Comm School District,ev.instructure.com,US,0
Ennis ISD,ennis.instructure.com,US,0
"Episcopal High School - Houston, TX",ehs.instructure.com,US,0
Escambia County Public Schools,escambia.instructure.com,US,0
Estacada School District,esd108.instructure.com,US,0
Estrella Mountain Community College,maricopa.instructure.com,US,0
Eugenio Maria De Hostos Charter School,emhcs.instructure.com,US,0
Evangel University,courses.evangel.edu,US,0
Everett Community College,everettcc.instructure.com,US,0
Everett School District 2,everettsd.instructure.com,US,0
Evergreen Public Schools - Families & Guardians,evergreenps.instructure.com,US,0
Evergreen State College,canvas.evergreen.edu,US,0
Excelsior Community College,ecc.instructure.com,US,0
Excelsior Springs School District,excelsiorsprings.instructure.com,US,0
Fairfax Elementary School District,fairfaxk12.instructure.com,US,0
Fairfield - Suisun Unified School District,fsusd.instructure.com,US,0
Fargo Public Schools,fargo.instructure.com,US,0
Farmington Public Schools - Families / Observers,fpsk12.instructure.com,US,0
Fayette Co School District,fcsk12.instructure.com,US,0
Fayetteville Technical Community College,faytechcc.instructure.com,US,0
Federal Way Public Schools with Internet Academy,fwps.instructure.com,US,0
Ferguson-Florissant School District R2,fergflor.instructure.com,US,0
Ferndale Public Schools,ferndaleps.instructure.com,US,0
Flagstaff Unified School District,fusd1.instructure.com,US,0
Flathead Valley Community College,fvcc.instructure.com,US,0
Fletcher Technical Community College,fletcher.instructure.com,US,0
Florida International University,fiu.instructure.com,US,1
Florida State University,canvas.fsu.edu,US,1
Floyd County Public Schools,floydschools.instructure.com,US,0
Folsom Cordova Unified School District,fcusd.instructure.com,US,0
Fond du Lac School District,fdlsd.instructure.com,US,0
Fordland R-3 School District,fordlandr3.instructure.com,US,0
Forest Grove School District 15,fgsdk12.instructure.com,US,0
"Forest Hills Public Schools - Admins, Staff and Families",fhps.instructure.com,US,0
Forrest Bird Charter School,fbcs.instructure.com,US,0
Fort Madison Community School District,fmcsd.instructure.com,US,0
Fort Peck Community College,fpcc.instructure.com,US,0
Fort Scott Community College,fortscottcc.instructure.com,US,0
Foster-Glocester Regional SD,fgschools.instructure.com,US,0
Fountain Hills Unified SD,fhusd.instructure.com,US,0
Framingham Public Schools,framinghamk12.instructure.com,US,0
"Franklin Academy - Bellingham, WA",thefranklinacademy.instructure.com,US,0
Franklin City Public Schools,fcpsva.instructure.com,US,0
Franklin County Public Schools,frco.instructure.com,US,0
Franklin County Schools NC,fcschools.instructure.com,US,0
Franklin Public Schools,fpsflyers.instructure.com,US,0
Frederick County Public Schools,fredvak12.instructure.com,US,0
Fredericksburg City Public Schools,fburg.instructure.com,US,0
Freeland Community School District,freelandschools.instructure.com,US,0
Freeman Public Schools,freemanpublicschools.instructure.com,US,0
Fremont County School District,shoshonischools.instructure.com,US,0
Fremont County School District # 1,landerschools.instructure.com,US,0
Fremont County School District #25,fremont25.instructure.com,US,0
Fremont County School District #38,arapahoeschools38.instructure.com,US,0
Fremont County School District #6,fre6.instructure.com,US,0
Fremont County School District 2,fremont2.instructure.com,US,0
Friendswood ISD,myfisd.instructure.com,US,0
Frisco ISD,fisd.instructure.com,US,0
Fruitvale Elementary School District,fruitvale.instructure.com,US,0
Ft. Zumwalt School District,fz.instructure.com,US,0
Fulton County Schools Staff/Student,fultonschools.instructure.com,US,0
Galax City Public Schools,galaxschools.instructure.com,US,0
Galen College of Nursing,classroom.galencollege.edu,US,0
Galena Unified Schools 499,galena499.instructure.com,US,0
Galion City School District - Student/Teacher access,galion.instructure.com,US,0
Galveston ISD,galvestonisd.instructure.com,US,0
Garden City Community College,gardencitycc.instructure.com,US,0
Garden County Schools,gardencounty.instructure.com,US,0
Garland ISD,garlandisd.instructure.com,US,0
Gaston County Schools,gastoncs.instructure.com,US,0
Gates County Schools,gates.instructure.com,US,0
Genesee Isd,gisd.instructure.com,US,0
George Mason University,canvas.gmu.edu,US,0
George Washington University,canvas.gwu.edu,US,1
Georgetown University,georgetown.instructure.com,US,1
Gettysburg Area School District,gettysburg.instructure.com,US,0
Gilchrist County School District,gilchristschools.instructure.com,US,0
Giles County Schools,gilesk12.instructure.com,US,0
Girard Public Schools,girard248.instructure.com,US,0
Glen Oaks Community College,gocc.instructure.com,US,0
Glen Rose ISD,grisd.instructure.com,US,0
Glendale Community College,gcc.instructure.com,US,0
Glendale Elementary School District 40,gesd40.instructure.com,US,0
Gloucester County Public Schools,gcps.instructure.com,US,0
Godley ISD,godleyisd.instructure.com,US,0
Golden Eagle Charter School,gecs.instructure.com,US,0
Gonzaga University,canvas.gonzaga.edu,US,0
Goshen Community School District,goshenschools.instructure.com,US,0
Grafton School District,grafton.instructure.com,US,0
Granbury ISD,granbury.instructure.com,US,0
Grand County School District,gcsd.instructure.com,US,0
Grand Prairie ISD,gpisd.instructure.com,US,0
Grand Rapids Community College,grcc.instructure.com,US,0
Grandview ISD,gvisd.instructure.com,US,0
Grandview School District,grandview.instructure.com,US,0
Granite Falls School District,gfalls.instructure.com,US,0
Granite Mountain Charter School,granitemountaincharterschool.instructure.com,US,0
Granite School District,graniteschools.instructure.com,US,0
Grants Pass School District #7,grantspass.instructure.com,US,0
Granville County Schools NC,granvilleco.instructure.com,US,0
Grapevine-Colleyville ISD,gcisdlearns.instructure.com,US,0
Grayson County Public Schools,graysonk12.instructure.com,US,0
Great Valley School District,gvsd.instructure.com,US,0
Greater Albany Public School District- Teachers/Students,greateralbany.instructure.com,US,0
Green Bay Area Public School District,gbaps.instructure.com,US,0
Green River Community College,egator.greenriver.edu,US,0
Greene County Schools NC,gcsdigital.instructure.com,US,0
Greensville County Public Schools,gcps1.instructure.com,US,0
Greenville Public School District,gpsdk12.instructure.com,US,0
Greenwood Community School District,gws.instructure.com,US,0
Grenada School District,grenadak12.instructure.com,US,0
Gresham-Barlow School District,gresham.instructure.com,US,0
Griffin-Spalding County Schools,gscs.instructure.com,US,0
Guilford County Schools,gcs.instructure.com,US,0
Guilford Technical Community College,gtcc.instructure.com,US,0
Guthrie Center Community School District,acgcschools.instructure.com,US,0
Halifax Area School District,hasdk12.instructure.com,US,0
Halifax Community College,halifaxcc.instructure.com,US,0
Halifax County Public Schools,halifaxk12.instructure.com,US,0
Hall County Schools,hallco.instructure.com,US,0
Hampden Charter School,hcss.instructure.com,US,0
Hancock Place School District,hpsd.instructure.com,US,0
Hanover County Public Schools,hcps.instructure.com,US,0
Harding Charter Preparatory School District,hardingcharterprep.instructure.com,US,0
Harford County Public Schools,harford.instructure.com,US,0
Harlandale Ind School District,stemechs.instructure.com,US,0
Harlingen CISD,hcisd.instructure.com,US,0
Harrisburg School District,harrisburgsd.instructure.com,US,0
Harrison SD,harrisonk12.instructure.com,US,0
Harvard Medical School Pre-Med Online Certificate Program,app.pm.hms.harvard.edu,US,0
Harvard University,canvas.harvard.edu,US,1
Hattiesburg Public School District,hpsdms.instructure.com,US,0
Haverford School District,haverford.instructure.com,US,0
Hawkeye Community College,canvas.hawkeyecollege.edu,US,0
Hawkins County Schools,hck12.instructure.com,US,0
Hays Unified School District,usd489.instructure.com,US,0
Heartland Charter School,heartlandcharterschool.instructure.com,US,0
Heartland Community College,canvas.heartland.edu,US,0
Henderson ISD,hendersonisd.instructure.com,US,0
Henrico County School District,henrico.instructure.com,US,0
Henry County Public Schools,henry.instructure.com,US,0
Hernando Co School District,hcsb.instructure.com,US,0
Hertford County Schools,hertford.instructure.com,US,0
Hickory Public Schools,hps.instructure.com,US,0
Highland Community College,highlandcc.instructure.com,US,0
Highland County Public Schools,highlandk12.instructure.com,US,0
Highland Park ISD Teachers/Students,hpisd.instructure.com,US,0
Highline College,canvas.highline.edu,US,0
Highline Public Schools,hsd.instructure.com,US,0
Highmark Charter School,hmcharterschool.instructure.com,US,0
Higley Unified School District,husd.instructure.com,US,0
Hillsborough Community College,hcc.instructure.com,US,0
Hillsborough County Public Schools,sdhc.instructure.com,US,0
Hilmar Unified School District,hilmar.instructure.com,US,0
Hinds Community College,hindscc.instructure.com,US,0
Hinton School District 161,hintonschools.instructure.com,US,0
Hofstra University,canvas.hofstra.edu,US,0
Hoke County Schools NC,hoke.instructure.com,US,0
Holland Public Schools-Students & Teachers,hps21.instructure.com,US,0
Holmen School District,holmen.instructure.com,US,0
Holyoke Community College,canvas.hcc.edu,US,0
Hopewell City Public Schools,hopewell.instructure.com,US,0
Hopkins Public Schools,royals.instructure.com,US,0
Hoquiam School District,hoquiam.instructure.com,US,0
Hortonville Area School District,hortonville.instructure.com,US,0
Houghton Lake Community School District,hlcsk.instructure.com,US,0
Houston Christian University,canvas.hc.edu,US,0
Houston Community College,eagleonline.hccs.edu,US,0
Houston County School District,houstonga.instructure.com,US,0
Houston ISD,canvas.houstonisd.org,US,0
Houston ISD- observers,houstonisd.instructure.com,US,0
Howard Community College,howardcc.instructure.com,US,0
Howard University,howard.instructure.com,US,1
Howe ISD,howeisd.instructure.com,US,0
Hudson County Community College,hccc.instructure.com,US,0
Hudson ISD,hudsonisd.instructure.com,US,0
Humboldt County School District,wjhs.instructure.com,US,0
Huntington Beach Union High School District,hbuhsd.instructure.com,US,0
Hutchinson Community College,hutchcc.instructure.com,US,0
Hutto ISD,huttoisd.instructure.com,US,0
Hyde County Schools,hyde.instructure.com,US,0
Illinois Institute of Technology,iit.instructure.com,US,1
Illinois State University,canvas.illinoisstate.edu,US,0
Independence Community College,indycc.instructure.com,US,0
Independence CSD,indeek12.instructure.com,US,0
Indian Prairie School District,ipsd204.instructure.com,US,0
Ingham ISD,inghamisd.instructure.com,US,0
Instituto de Empresa,impactonline.ie.edu,US,0
Iowa Central Community College,iowacentral.instructure.com,US,0
Iowa State University,canvas.iastate.edu,US,0
Iowa Valley Community College District,iavalley.instructure.com,US,0
Irvine USD Students and Teachers,iusd.instructure.com,US,0
Irvine Valley College,canvas.ivc.edu,US,0
Irving ISD,irvingisd.instructure.com,US,0
Isle of Wight County Schools,iwcs.instructure.com,US,0
Issaquah School District,issaquah.instructure.com,US,0
Ithaca City School District Clever,icsdk12.instructure.com,US,0
Ivy Tech Community College,ivylearn.ivytech.edu,US,0
Jack Welch Management Institute,canvas.strayer.edu,US,0
Jackson County Public Schools,jcps.instructure.com,US,0
Jackson County Public Schools FL,jcsb.instructure.com,US,0
Jackson Public Schools,jacksonps.instructure.com,US,0
James Madison University,canvas.jmu.edu,US,0
Jasper County School District,jaspersd.instructure.com,US,0
Jefferson County R7 School District,jeffersonr7.instructure.com,US,0
Jefferson County School District,jcpsd.instructure.com,US,0
Jenks Public Schools,jenks.instructure.com,US,0
Jenson School District,njenson.instructure.com,US,0
Jericho School District,jerichoschools.instructure.com,US,0
John Carroll University,canvas.jcu.edu,US,0
John Hancock Charter School,johnhancockcs.instructure.com,US,0
John Wood Community College,jwcc.instructure.com,US,0
Johns Hopkins University,jhu.instructure.com,US,1
Johnson County School District,johnsoncounty.instructure.com,US,0
Johnson County School District #1,jcsd1.instructure.com,US,0
Johnston Community College,johnstoncc.instructure.com,US,0
Johnston County Schools,johnston.instructure.com,US,0
Jones County Schools,jones.instructure.com,US,0
